,URLs
2937,https://www.onthehouse.com.au/property/vic/carnegie-3163/25-mcpherson-ave-carnegie-vic-3163-7522028
2940,https://www.onthehouse.com.au/property/vic/carnegie-3163/145-leila-rd-carnegie-vic-3163-11145398
2943,https://www.onthehouse.com.au/property/vic/carnegie-3163/37a-belsize-ave-carnegie-vic-3163-18859928
2946,https://www.onthehouse.com.au/property/vic/carnegie-3163/302-112-mimosa-rd-carnegie-vic-3163-20332674
2949,https://www.onthehouse.com.au/property/vic/carnegie-3163/48b-miller-st-carnegie-vic-3163-7204965
3024,https://www.onthehouse.com.au/property/vic/carnegie-3163/101-247-neerim-rd-carnegie-vic-3163-20020439
3027,https://www.onthehouse.com.au/property/vic/carnegie-3163/19-225-koornang-rd-carnegie-vic-3163-10853775
3030,https://www.onthehouse.com.au/property/vic/carnegie-3163/4-32-woornack-rd-carnegie-vic-3163-7605562
3033,https://www.onthehouse.com.au/property/vic/carnegie-3163/15-mclaurin-rd-carnegie-vic-3163-9608582
3036,https://www.onthehouse.com.au/property/vic/carnegie-3163/2-93-oakleigh-rd-carnegie-vic-3163-9504133
3039,https://www.onthehouse.com.au/property/vic/carnegie-3163/3-11-rigby-ave-carnegie-vic-3163-42500412
3042,https://www.onthehouse.com.au/property/vic/carnegie-3163/63-koornang-rd-carnegie-vic-3163-8242669
3045,https://www.onthehouse.com.au/property/vic/carnegie-3163/21a-koornang-rd-carnegie-vic-3163-7444368
3048,https://www.onthehouse.com.au/property/vic/carnegie-3163/21b-koornang-rd-carnegie-vic-3163-7444308
3051,https://www.onthehouse.com.au/property/vic/carnegie-3163/2-5-tranmere-ave-carnegie-vic-3163-39524371
3054,https://www.onthehouse.com.au/property/vic/carnegie-3163/4-50-tranmere-ave-carnegie-vic-3163-7438385
3057,https://www.onthehouse.com.au/property/vic/carnegie-3163/2-21-belsize-ave-carnegie-vic-3163-8029807
3060,https://www.onthehouse.com.au/property/vic/carnegie-3163/1042a-dandenong-rd-carnegie-vic-3163-9824318
3063,https://www.onthehouse.com.au/property/vic/carnegie-3163/7-31-tranmere-ave-carnegie-vic-3163-7155332
3066,https://www.onthehouse.com.au/property/vic/carnegie-3163/3-2--4-moonya-rd-carnegie-vic-3163-7586916
3069,https://www.onthehouse.com.au/property/vic/carnegie-3163/4-30-moonya-rd-carnegie-vic-3163-6497736
3072,https://www.onthehouse.com.au/property/vic/carnegie-3163/4-15--17-moonya-rd-carnegie-vic-3163-16174305
3075,https://www.onthehouse.com.au/property/vic/carnegie-3163/902-1060-dandenong-rd-carnegie-vic-3163-40212569
3078,https://www.onthehouse.com.au/property/vic/carnegie-3163/2-31-tranmere-ave-carnegie-vic-3163-7216840
3081,https://www.onthehouse.com.au/property/vic/carnegie-3163/8-87-coorigil-rd-carnegie-vic-3163-7907281
3084,https://www.onthehouse.com.au/property/vic/carnegie-3163/1-7-vine-gr-carnegie-vic-3163-7289912
3087,https://www.onthehouse.com.au/property/vic/carnegie-3163/16-24-woorayl-st-carnegie-vic-3163-10777178
3090,https://www.onthehouse.com.au/property/vic/carnegie-3163/224-1242-glen-huntly-rd-carnegie-vic-3163-39446464
3093,https://www.onthehouse.com.au/property/vic/carnegie-3163/2-122--124-mimosa-rd-carnegie-vic-3163-10933816
