price_clean,building_type_clean,year_built_clean,floor_size_clean,address_clean,room_clean,shower_clean,car_clean,size_clean,description_clean,coordinates
1286000,Townhouse,2000,146,5/1265 Glen Huntly Road Carnegie VIC 3163,3,2,1,177,"** PLEASE CLICK ON ""EMAIL AGENT"" OR ""BOOK INSPECTION"" TO REGISTER FOR AN INSPECTION** Awash with natural sunlight and brilliantly positioned within moments of Glen Huntly shops, station and trams, this is a home you don't want to miss! Features:-	Own street frontage and no shared land -	Welcoming lounge -	Light-lavished dining room -	Sophisticated gourmet kitchen with granite benchtops and stainless steal appliances including a dishwasher and gas cooking -	All three bedrooms are positioned upstairs for optimum privacy -	Master bedroom includes private balcony, ensuite and walk in robe -	Two further bedrooms boast built in robes and share a central bathroom - one bedroom also has the luxury of a private balcony -	Split system heating and cooling -	Ducted heating -	Full laundry -	Guest powder room -	Paved landscaped courtyard -	Single garage, with second parking available in driveway APPLYING FOR THIS PROPERTY We have a strict 'inspect before apply' policy at Woodards. You or someone on your behalf must inspect the property before you submit an application. When applying for a property, the applicant accepts the condition of the home as to when they viewed the property. We donate a portion of our fee from every property transaction to the Woodards Foundation to support people experiencing homelessness, family violence and social isolation.Show More","(-37.889686, 145.047788)"
345000,Unit,1975,49,10/5 Gnarwyn Road Carnegie VIC 3163,1,1,1,1400,"Peacefully tucked near the rear of a well maintained block, this fabulously located ground floor apartment with modern appeal presents an exciting opportunity & is sure to interest many. Whether you're a first home buyer tapping into the market or a savvy investor looking to add to your portfolio, you'll love the light & leafy outlook of this solid & spacious terrifically based abode. Timber floors greet you on entry & deliver a light & bright neatly presented kitchen with good storage, space for meals area & laundry facilities. Down the hallway a generously proportioned living room with a large picture window enjoys a lovely green aspect. While a good sized bedroom with built-in robes & an updated central bathroom completes the accommodation. Also featuring secure intercom entry, split system heating/cooling & undercover off street parking for one car behind auto front gates. To complete the package, the location is exceptional, close to Koornang Road & Murrumbeena Village shops, restaurants & cafes, a choice of transport options, parklands & Chadstone Shopping Centre.","(-37.894373, 145.061578)"
1225000,House,1920,114,26 Walnut Street Carnegie VIC 3163,3,1,2,384,"On a prime 384sqm (approx) corner with no shared land, this sweet weatherboard home delivers comfort for today with potential for tomorrow. Perfectly positioned within a stroll of vibrant Koornang Road and the city bound train, it occupies a location worthy of any investment. Immediately appealing with rich timber floors & paneling enhanced by high ceilings adding charm & warmth through the practical accommodation, the home features separate lounge and dining rooms along with a functional kitchen and three bedrooms including a supersized master with built-in robes. A bright bathroom services the home which also features heaters & a split system, while out in the double garage accessed off Blackwood Street, you will find convenient laundry facilities. Set amongst easy-care outdoor areas, this perfect first home or great investment opens its arms for you today while still offering up so much future opportunity to modernise or even extend enriching the irresistible character. Instead, you may prefer to clear the site and start afresh with a brand-new home perfectly tailored to your taste (all STCA).Just 300m to the station, a gentle stroll to restaurants and Carnegie Central, this sought-after location is also an easy drive to Chadstone and just one stop to Monash University Caulfield.Show More","(-37.88677, 145.062017)"
932000,Unit,1995,104,1/34-36 Mernda Avenue Carnegie VIC 3163,2,1,1,1382,"Enjoy a combination of light-filled comfort with space and Parkside convenience in this single-level home, part of a complex of six. Occupying a coveted front position, it features a generous alfresco courtyard for barbeques, social gatherings, or simply basking in the sunshine. The interior balances practicality with a fluid layout. The entrance opens to a living room with a bay window and seamlessly transitions into the dining area. This inviting space further extends into a versatile nook, ideal for a home office setup. Cooking enthusiasts will appreciate the pristine kitchen, equipped with a sleek oven, stainless-steel dishwasher and induction cooktop. Privacy and tranquillity are paramount in the dedicated sleeping wing, featuring three bedrooms, each with built-in robes. These restful retreats share a bathroom, complete with a bath, standalone shower, and a separate toilet. Enhancing the allure are ducted heating and cooling, a split-system air conditioner, a rear patio, and a single garage. Located directly opposite Lord Reserve, the home gifts you with vast expanses of greenery for leisure and relaxing, minus the maintenance. Its prime location is a mere splash from the Memorial Swimming Pool, moments from bustling Glen Huntly Village and Station, and close to Glen Huntly Primary School and Glen Eira College, making it an ideal choice for first-time homeowners, families, downsizers and savvy investors looking for a blend of lifestyle and location.","(-37.893431, 145.049321)"
550000,Unit,2009,82,14/15 Truganini Road Carnegie VIC 3163,2,1,1,,"In a popular block and in a select location where you can stroll to hustle and bustle of the Koornang Road shops, markets and transport this top floor rear 2 storey townhouse/apartment has spacious accommodation including open design, 2 bedrooms and quasi study, 2 bathrooms, under building parking with storage plus a giant top floor entertainers wrap around terrace with epic urban and city vistas that you will love.","(-37.887571, 145.055015)"
925000,Townhouse,2015,132,4/12 Arawatta Street Carnegie VIC 3163,3,3,1,71,"Brilliantly designed by KUD Architects, this dynamic three bedroom, three bathroom townhouse epitomizes contemporary warmth with a warehouse feel to bring an inner city feel to Carnegie. This impressive abode enjoys a wall of storage concealing the European laundry leading to the ground floor bedroom with vogue ensuite; an amazing open plan living and dining area with a wall of European Oak timbers creating a stylish backdrop to the TV entertainment unit; and a well appointed stone kitchen with AEG appliances, pantry and integrated fridge space and a sun filled alfresco terrace with water, gas for BBQ and power; and a top floor with two luxe bedroom suites each with fully tiled ensuites and timber veneer built in robes, with the main featuring a sublime walk in robe. In a boutique group of eight, this premier townhouse is finished with European Oak flooring and feature walls, reverse cycle air conditioning, video intercom, excellent storage and internal access to the auto garage with store room/workshop. An exciting lifestyle location, on the edge of the Koornang Road shopping strip and caf? precinct, footsteps to the new train station, the library and buses to Chadstone and Monash University. Available for a 6 or 12 month lease.  Please click ?Book Inspection? or ?Email Agent? to register for the inspection. Open for inspections and property availability are subject to change and cancellations, registering your details will ensure you are immediately notified via SMS of any changes or cancellations to inspection times.Show More","(-37.885063, 145.059224)"
710000,Townhouse,2009,94,1/1261 Glen Huntly Road Carnegie VIC 3163,2,2,1,,"Spacious two bedroom apartment with two bathrooms set over three  levels. Brilliantly located within close proximity to Caulfield University, Koornang Road & Glenhuntly Road Shopping precincts with public transport on your doorstep. Well appointed kitchen with loads of cupboard space, stainless steel appliances including dishwasher, gas cooking, electric oven, and stone bench tops all with open plan sun drenched living. Remote reverse cycle heating & cooling, euro laundry, built in robes, polished floor boards,  two balconies and secure under cover off street parking.  Available Now CLICK ON ""EMAIL AGENT"" BUTTON TO REGISTER FOR PROPERTY INSPECTIONS By registering your details you will be INSTANTLY informed of  any updates, changes or cancellations for your property appointments. Please note: Open for Inspection Times & Property Availability are subject to change or cancellation without notice.Show More","(-37.889877, 145.047295)"
1200000,Unit,,,1 Beena Avenue Carnegie VIC 3163,3,3,1,216,NG,"(-37.888999, 145.06252)"
345000,Unit,1960,,Gnarwyn Road Carnegie VIC 3163,1,,,1400,NG,"(-37.892883, 145.056115)"
630000,Apartment,,,1/177 Oakleigh Road Carnegie VIC 3163,2,1,1,,"**Thank you for viewing this property. Please be advised that this auction will be conducted online only, and no one will be present on site. Registration is required prior to bidding. See the registration link and Live Auction-Room link below (Spectators are welcome!)** Bidding Registration: https://portal.bidtracker.com.au/auctions/5514a2bc-5691-480b-915c-45ffd0a1a64a/register-bidder/(This link will expire 15minutes before the auction)  Auction Room: https://meet.google.com/dcm-kinn-chp   Nestled within its own private courtyard retreat, discover this impeccably remodeled 2-bedroom ground floor apartment, providing a seamless blend of indoor and outdoor living in complete seclusion. This inviting sanctuary boasts a central hallway, two generously-sized bedrooms with built-in robes, a gleaming bathroom featuring laundry facilities, a separate toilet, and an open-plan living and dining area extending to a balcony. The modern kitchen, equipped with stainless steel appliances including an LG dishwasher, is the focal point of the living space. The living area unfolds onto an expansive courtyard garden, a tropical oasis adorned with an alfresco deck, a pebbled garden, and charming yucca trees. As one of only eight units, this smartly designed residence is ideal for first-time homeowners, those looking to downsize, or savvy investors. Enjoy the warmth of timber floors, the comfort of new carpet, and the convenience of reverse cycle air conditioning. Additional features include security intercom, security doors, ample storage, venetian blinds, a rainwater tank, and a dedicated carport. Explore the nearby Packer Park, offering a range of excellent sports facilities, along with convenient shops and St. Patrick's Catholic School just a short walk away. Take advantage of easy access to Murrumbeena Village cafes, the train station, Koornang Road's dining options, Chadstone Shopping Centre, Carnegie Swim Centre, tennis clubs, and schools. This residence encapsulates a harmonious blend of style, comfort, and convenience in a prime location. Show More","(-37.900306, 145.063424)"
1179000,Unit,2022,129,505/1242 Glen Huntly Road Carnegie VIC 3163,4,2,2,,"Superbly located within the brand new Bloom development, on offer is a stunning 4-bedroom apartment, perfect for the ultimate inner-city lifestyle without compromising on space. Architecturally designed by Clarke Hopkins Clarke, Bloom offers a blend of contemporary style and elegance, with textures and tones taken from a broad range of palettes. Features include:Large open plan living spaces Private outdoor terrace Designer kitchens Integrated Bosch appliances Stone finishes throughout Oak timber flooring Ducted heating/cooling Secure basement car parking 2 cars (Non-Stacker) Additional storage.Show More","(-37.890073, 145.046325)"
335000,House,2006,67,11/10-12 Woorayl Street Carnegie VIC 3163,1,1,1,323,"Love the sun filled aspect and super entertaining terrace highlighting this oversized one bedroom top floor security apartment. Privately positioned at the rear of the block, this generous gem features a long entry hall leading into the light filled open plan living and dining area, a full size kitchen with stainless steel appliances, a deep alfresco terrace basking in the northern sun, a sizeable bedroom with mirrored robes and a spacious bathroom with laundry facilities. Brilliant for the summertime entertainer or those who just appreciate all day sun, this glowing apartment is complemented with reverse cycle air conditioning, an intercom and secure undercover parking. Unmatched for convenience, metres to Carnegie station (one stop to Monash University Caulfield), the diverse Koornang Road shopping and dining scene, the impressive Carnegie Library, the supermarket giants, the 626 bus to Chadstone Shopping Centre and the Djerring Trail to Oakleigh.","(-37.885565, 145.058296)"
310000,Unit,1965,55,5/20 Emily Street Carnegie VIC 3163,1,1,1,860,"Flushed with northern light and filled with easy appeal, this elevated apartment enjoys a prized position within Russell Court - a small block of just eight homes. Delivering young buyers and first-time investors an affordable opportunity to get into the market, this is also an exciting opening for maiden renovators looking for a sound and solid basis for a stylish modern makeover. Demanding the lowest maintenance, the layout comprises an open plan living and dining room that flows into a practical kitchen with neat breakfast bench and a free-standing oven. The double sized bedroom offers ample fitted wardrobes, while the bright bathroom provides a handy space for a washing machine. With contemporary carpet throughout and a gas heater in the living room, this lock & leave base is wrapped up by an undercover parking space. Merely five minutes on foot to Murrumbeena station, cafes & shops and within easy reach of Carnegie's restaurants and Carnegie Central Shopping Mall, this sparkling setting is also near Chadstone and just a couple of stops to Monash University Caulfield.","(-37.891459, 145.064668)"
310000,Unit,1965,,Emily Street Carnegie VIC 3163,1,,,860,NG,"(-37.892883, 145.056115)"
845000,Unit,2018,102,209/3 Elliott Avenue Carnegie VIC 3163,3,2,2,2196,"EXPRESSIONS OF INTEREST CLOSING: Tuesday 12th December 4:00pm Positioned within the exclusive 'Ella' complex, this modern second floor apartment is the finest example of modern designer living. With French Oak floors, neutral tones & sleek interiors, it boasts a stunning open-plan domain with inspired cook's kitchen where top-quality Ilve appliances converge with stone countertops, soft touch white joinery & dual sinks to make a stylish statement. Through sliding doors & offering the ultimate in indoor/outdoor living, a full-length enclosed balcony with glimpses of the area means that summertime entertaining will become your norm. A vast master suite with walk through robe, designer ensuite & study nook is joined by two further robed bedrooms & deluxe bathroom with Chrome tapware & a walk-in rainfall shower - the perfect place to rest & revive.  Further enhancements include a spacious Euro laundry, reverse cycle heating/cooling, video intercom entry, a lift & an underground carpark with dedicated storage locker. Mere moments from the heart of vibrant Carnegie- there's some of Melbourne's best casual dining, the train station & all local amenities right at your fingertips.","(-37.88828, 145.06018)"
1990000,House,,,5 Longstaff Street Carnegie VIC 3163,4,3,2,600,"Welcome to the spacious expanses and elegant style of this 4 bedroom family home in Carnegie. With a very versatile floor plan over two levels, alongside tree lined street views and ample living space both inside and outside. This home is perfect for the busy modern family.  Downstairs Features - Entry verandah and courtyard (fishpond) - Entry Foyer  - Living room  - Dining room  - Kitchen with meals area offering dishwasher, ample storage space and gas stovetop. Fridge included. - Powder room  - Laundry with washing machine included  - Spacious courtyard, perfect for year round entertaining  - Double carport  (Internal Garage not included in Lease) - Rear downstairs bedroom not included Upstairs Features - Master bedroom (BIRs) with dressing room and ensuite  - Second main bedroom (WIRs) - Two additional bedrooms (BIRs)  - Central family bathroom with separate bath  - Study area leading onto courtyard facing balcony  - Large front balcony with great views  Further Features - Heating and cooling - Floorboards  - Ample storage  Conveniently located, a short walk to Packer Park, Duncan MacKinnon Reserve, Mallanbool Reserve, St Patrick's Primary School and buses. Also just minutes to North Road shopping and Ormond train station. This home is Zoned for the McKinnon Secondary College and McKinnon Primary School. *Please Note. Rear family room not included in the lease (used as storage). Washing machine and fridge can be removed on request.Show More","(-37.903977, 145.058755)"
335000,Unit,1960,,2/12 St Huberts Road Carnegie VIC 3163,1,1,1,1174,"Perfectly positioned midway between Glen Huntly & Carnegie's hubs and offering a light and bright setting for easy living, this updated apartment provides young buyers and investors with a great springboard into a highly desired locale. Fresh and well-maintained, the accommodation is ready to live in & love, while as an investment it is champing at the bit to start earning you an income. Featuring a comfortable living and dining zone that enjoys a leafy elevated outlook, there is also a very generous kitchen boasting plenty of cupboard and preparation space along with a stainless steel oven and space for casual meals. The bedroom is a peaceful double which benefits from fitted robes and split system heating/cooling, it is serviced by a renovated bathroom showcasing frameless glass and a stylish hung vanity. Including a Euro laundry and on-site parking space, this brilliant base is a walk to Carnegie & Glen Huntly stations giving you access to the Pakenham, Cranbourne and Frankston lines, while trams are only metres away. A choice of cafes and shopping options as well as Monash University Caulfield are also within easy reach.","(-37.889436, 145.050791)"
1600000,House,,,1 Vine Grove Carnegie VIC 3163,6,3,4,629,"- FIRST TIME OFFERED IN 40 YEARS! - OPTION TO REBUILD OR REDEVELOP (STCA) In a prime location, boasting a vast 629sqm (approx) corner allotment, this home is on the market for the first time in 40 years!  This imposing, six-bedroom, dual-level residence, now in a state of neglect, has seen better days and offers astute buyers a golden opportunity to renovate, rebuild or take advantage of the unrivalled future development potential (STCA).  Generous in every sense, this home is designed with multiple living areas for grand scale, family living and accommodation spaces set to suit a range of lifestyle scenarios.    The ground level comprises: entry foyer, formal lounge/dining room with a striking herringbone design parquetry floor effortlessly flowing into an expansive family room with a designated dining area flanked by the kitchen with granite top meals bar, appliances and timber cabinetry. Includes one of six bedrooms, shower room, separate WC, laundry and paved, all-weather alfresco.  Upstairs delivers: the master bedroom with ensuite bathroom, built-in robes and private access to the wraparound balcony/terrace overlooking the local area and beyond, four additional robed bedrooms (3 with balcony access) share the large central bathroom.  A separate double gate from Elizabeth Crescent provides access to the property's backyard, multi-vehicle carport, oversized garage with workshop and an enclosed green/glasshouse.      Moments from lush, Lord Reserve and within easy reach of Carnegie, Chadstone and Malvern shopping precincts, Monash University (Caulfield Campus), Glen Huntly and Carnegie Primary Schools, Kilvington Grammar School, Glen Huntly and Carnegie train stations, bus service and Carnegie Swim Centre.  SEE THE VISION, PLAN FOR THE FUTURE!Show More","(-37.892942, 145.047526)"
426000,House,1965,82,6/10 St Huberts Road Carnegie VIC 3163,2,1,1,1274,"Primped and primed for immediate enjoyment, this sun-filled lock & leave apartment is your key to carefree living.  Freshly painted and with new carpets fitted throughout, the light & bright accommodation is oriented to the north with broad windows bringing in an abundance of natural sunshine and warmth. Among the highlights are an inviting lounge spilling out to a balcony, a practical kitchen with meals area together with two robed bedrooms both with heating and sharing a combined bathroom/laundry.  With split system heating/cooling and secure intercom entry also offered, this wonderfully low maintenance package also comes with the convenience of off-street parking. And while it is move-in ready, there is still plenty of scope for further enhancements so you can splash some contemporary panache and really make it your own.Moments to city-bound trams on Glen Huntly Road, the home is within moments of Carnegie Primary School, the suburb's main shopping precinct, station and parks.Show More","(-37.889625, 145.050752)"
1880000,House,,,35 Morgan Street Carnegie VIC 3163,4,2,2,558,"Built by its current and only owners in the late 1980s, this impeccably maintained and beautifully presented home is a fabulous showcase of the many unique design elements & features synonymous with that era. Crowned by soaring original cedar ceilings with exposed beams, it has been the scene of many special celebrations over the years. Offered for the first time since new, it is now ready for a new family to move in and create treasured memories of their own. Rich with character and exceptionally inviting, the home features an exposed-brick formal lounge and dining room with wet bar; a space centred around a striking glass-enclosed fireplace and illuminated in natural light thanks to an atrium-style bay window. There is even more space to entertain guests in the casual family/meals and kitchen area where even higher ceilings and another atrium-style window allow sunshine and warmth to stream in throughout the year.A versatile loft gives options as an additional living area, sleeping accommodation, or home office - perfect for those working from home. All four bedrooms benefit from fitted storage, including the master which is blessed with a walk-in robe and sparkling ensuite. A stylishly renovated family bathroom is also offered along with ducted heating, split system heating/cooling, full laundry, copious amounts of storage, and a lock-up garage with extra parking.  Outside, the sundrenched north-facing backyard is a family paradise complete with a sandstone patio, sheltered & fenced spa, shed, and glorious expanses of lawn for children and pets to play on. The family-friendly spaces at both Lord Reserve and Koornang Park are reachable by foot, and this prized Carnegie address is just moments to the suburb's vibrant hub & train station, Carnegie Primary School, city-bound trams, and bus stops on both Koornang and Grange roads.Show More","(-37.895757, 145.049396)"
328000,Unit,1970,55,8/67 Coorigil Road Carnegie VIC 3163,1,1,,1124,"Get your property buying journey started with the light filled proportions of this on trend one bedroom ground floor security apartment. Spacious with separation within the spaces, this solid brick classic enjoys a segmented entry foyer with storage, a substantial living and dining area with room to set up your study space, a great size kitchen with stainless steel cooking appliances, a generous bedroom with built in robes and feature wallpaper and a sublime renovated ensuite bathroom with laundry facilities. An ideal investment too with its quality form, low maintenance appeal and smart feature list, you'll love the timber look floors, neat window furnishings, reverse cycle air conditioning, an intercom and parking. In this residential street notable for its Chadstone Shopping Centre bus route, walk to the Melbourne University tram, Packer Park's collection of sporting facilities, Koornang Park's exciting pool redevelopment and Murrumbeena train station, while moments to the famous Koornang Road 'eat street' with its cultured mix of cafes, restaurants, delis, grocers and shops.","(-37.896019, 145.062501)"
650000,Unit,1970,68,10/10-12 Moonya Road Carnegie VIC 3163,1,1,2,3937,"A chic look for a classic layout, this renovated two bedroom brick unit gives you the private edge you've been looking for. Peacefully positioned at the rear of a boutique group, this fresh find enjoys a cheery living and dining room, a stylish kitchen with custom breakfast bar and quality appliances (induction cooktop and Ilve oven), two generous bedrooms with built in robes, a fully appointed bathroom with timber look tiles, a separate toilet and a neat laundry.  The beautifully private escape of a west facing rear garden courtyard has an open lawn for your furry friend and the flexibility to utilise the tandem carport as an alfresco or alternative area.  In a quiet yet convenient pocket, super close to the Melbourne University tram, Koornang Park and the 626 bus to Chadstone Shopping Centre via Carnegie station, walk to Koornang Road's diverse grocers and eateries, Carnegie Primary School and Left Field cafe.NOTE: Owner installing split system in Living area Please click 'Book Inspection' or 'Email Agent' to register for the inspection. Open for inspections and property availability are subject to change and cancellations, registering your details will ensure you are immediately notified via SMS of any changes or cancellations to inspection times.Show More","(-37.89633, 145.056784)"
1236000,Unit,2020,60,1311A Glen Huntly Road Carnegie VIC 3163,3,2,2,159,"This residence sets a new benchmark for architecturally designed living. Visually impressive from the outset thanks to its rendered facade & steel front gate, the indoors is equally as inspiring - with its crisp white, stylish grey & timber accents. Brimming with natural light, an open-plan zone with premium Bosch kitchen boasts an integrated dishwasher, stone breakfast bench, soft touch joinery & on-trend Subway tile splashback. Stacker doors open up to reveal a sunlit outdoors with Merbau deck & low maintenance landscaping. A powder room & fully-equipped European laundry complete this lower floor. Convenient accommodation upstairs includes two queen sized carpeted bedrooms with mirrored built-in robes & a tranquil master room with fully-tiled ensuite complete with rainfall shower, stone lavished vanity & stunning backlit mirror. A second decadent bathroom with the same designer finishes & fixtures is the ideal place to rejuvenate. Up the Tasmanian Oak staircase, the third floor offers a multi-functional mezzanine space. Reverse cycle heating/cooling, automatic garage, water tank & elevated ceilings maintain a stylish yet easy-care lifestyle & the central position means you can jump on a tram to all the local precincts, walk to Carnegie Primary School or meander down to Koornang Park.","(-37.890523, 145.052637)"
426000,Unit,1965,,St Huberts Road Carnegie VIC 3163,2,,,1274,NG,"(-37.892883, 145.056115)"
335000,Unit,1960,100,St Huberts Road Carnegie VIC 3163,1,,,1174,NG,"(-37.892883, 145.056115)"
580000,Unit,2015,,201/276 Neerim Road Carnegie VIC 3163,2,2,1,,"Effortlessly contemporary interiors, plentiful natural light and high-end finishes highlight the abundant appeal of this sophisticated apartment, superbly positioned in a lifestyle hot spot. Soft neutral tones and timber floors create a calming environment for a bright open-plan living/dining zone, striking kitchen flaunting marble benchtops, Smeg appliances and fully integrated fridge/freezer and further outdoors to a private balcony. A desirable opportunity for market entrants, retirees and investors, this stunning home also offers 2 robed bedrooms (main with stylish ensuite), chic bathroom, split system heating/AC, electric blinds, video intercom entry, lift access, basement car space and storage cage. Indulge in convenient low-maintenance living, just steps from  Koornang Road's vibrant cafes, restaurants and boutiques, walking distance to Murrumbeena and Carnegie train stations and minutes to Chadstone Shopping Centre, parklands and Monash University.   *Please Note* Buxton Real Estate may refuse to provide further information about the property should you prefer not to disclose your Full Contact Details including Phone Number. Photo id required upon entering the property.Show More","(-37.888757, 145.0562)"
975000,Unit,2016,117,1/37 Moonya Road Carnegie VIC 3163,2,2,1,233,"Exquisitely crafted to enhance the seamless transition between indoor and outdoor spaces, this outstanding contemporary townhouse features three bedrooms with two and a half bathrooms. Boasting quality fittings and finishes are perfectly complemented by the thoughtful floorplan which includes a stylish outdoor area, showcasing a harmonious blend of elegance and sophistication.  Nestled within a gated community for added security, this magnificent residence welcomes you with a spacious foyer adorned with beautiful engineered Oak flooring. The home features a modern, open layout with the living and dining areas connected to the elegant kitchen, equipped with high-end Miele appliances and a versatile mobile island bench. Additionally, there's a pristine powder room that also serves as a convenient laundry area. The property boasts a meticulously landscaped courtyard, offering options for both covered and open paved and alfresco areas, as well as a large established front garden.The upper level comprises three spacious bedrooms, two equipped with built-in robes, serviced by two luxurious bathrooms. Flexible layout allows third bedroom, with access to the shaded deck area, to be utilised as living/entertainment room.   Exuding a resort-like charm, the home offers the utmost comfort with features such as reverse cycle air conditioning ensuring a pleasant climate throughout the year.  Additional features include security system, video intercom and the property is designed for energy efficiency with double glazing and instant hot water service. The remote controlled garage has extra storage space and there are ample visitor parkings on the street.  The home is conveniently located near the renowned Koornang and Packer Parks, further enhancing the tranquil atmosphere of the district. Only a short walk to essential amenities, including the Chadstone bus stop, Carnegie Primary School, and St Patrick's Primary School. Convenient transport options include the 67 tram and nearby train station. Vibrant Koornang Road, with its charming cafes, shopping outlets, and the library, is also within close proximity, ensuring a lively and convenient lifestyle.  Call David today at 0423 390 888 to arrange your inspection.Show More","(-37.897038, 145.060094)"
807500,Apartment,,,303/9 Belsize Avenue Carnegie VIC 3163,2,2,1,,"This impeccably designed two bedroom residence boasts a distinctive and highly sought-after array of features. Positioned on the top floor in the Southeastern corner, the property encompasses an open plan living and dining space, ensuring abundant natural light and top-tier living. Taking advantage of its corner location, the residence offers multiple access points leading to a private terrace with panoramic and unobstructed views over Carnegie and its environs. This wrap-around terrace provides versatile outdoor living options for any time of the day.  The master bedroom epitomises luxury, featuring floor-to-ceiling sliding doors that allow for leisurely enjoyment of the morning sunshine from bed, an ensuite bathed in natural light, courtesy of floor-to-ceiling tiles and a generously sized built in robe. A second bedroom with natural light, fitted built-in robes, a with handy study nook and across the hall from the fully tiled bathroom  A generously sized kitchen with an island bench perfect for entertaining, equipped with sleek ILVE appliances and stylish shaker-style cabinets. European laundry surrounded by ample storage space, the interiors are tastefully refined, natural timber flooring seamlessly connects with expansive outdoor spaces, while large-format windows flood the living areas with natural light. A short walk from the Koornang Rd shopping district, including the Carnegie Central, and just a short drive from Chadstone Shopping Centre. Excellent city access and proximity to public transportation, with the train station just a short walk away. Astutely appointed in every aspect and graced with a premium Carnegie locale. Nearby educational institutions include Glen Eira College, Kilvington Grammar, Carnegie Primary School, and Malvern Primary School, while Monash University's Caulfield campus is a mere 2km away. Show More","(-37.888607, 145.059452)"
1610000,Townhouse,,,68B Tranmere Avenue Carnegie VIC 3163,4,3,2,,"If your family is in need of ample space and desires a low-maintenance setting, do not overlook this impressive 4 bedroom, 3 bathroom townhouse. Spanning two levels this residence seamlessly integrates open plan living areas that effortlessly connect to the outdoor space, ideal  for large, growing, or multi-generational families seeking modern, move-in-ready accommodation in a sought-after, well-equipped location. Behind its contemporary facade, the interiors of the home are thoughtfully designed, elevated with energy efficiency and beautiful light, this timeless contemporary haven enjoys expansive bi-fold doors that unveil a captivating entertaining deck.  On the lower level, a remarkable high-quality gourmet kitchen with stylish Caesarstone boasts a 900mm gas cooktop and ample cupboard storage. A ground floor bedroom or second living space with access to a bathroom which serves as ideal in-law or guest accommodation. Upstairs, the  opulent main bedroom is complemented by a fitted walk-in wardrobe and chic ensuite, while two additional bedrooms both with walk-in robes, offer spacious accommodations.  Additional amenities include a fantastic study/office, a complete laundry with garage access, solar hot water, double glazing, ducted heating and evaporative cooling, and an auto garage on an exposed aggregate driveway for two. This family townhouse is within easy reach of Koornang Road's lifestyle strip, vibrant Murrumbeena Village and Chadstone Shopping Centre. Take a short walk to beautiful Koornang Park, and enjoy accessibility to 2 train stations, trams, buses, convenient childcare and excellent schools. Show More","(-37.892928, 145.060342)"
1610000,Townhouse,2017,221,68A Tranmere Avenue Carnegie VIC 3163,4,2,1,550,NG,"(-37.892928, 145.060342)"
551000,Unit,2009,73,14/314 Neerim Road Carnegie VIC 3163,2,1,1,,"Crisp contemporary lines, generous proportions and a fabulous lifestyle location form the winning combination that makes this top floor corner apartment such an outstanding success. Positioned in a boutique low rise building, high ceilings and expansive windows create a superb sense of space that's amplified by abundant natural light and surrounding leafy views in a two bedroom plus study layout just a short stroll from Koornang Road. Sharing the top floor with just two others, impressive proportions enjoy peace and privacy in an ideal configuration that places two bedrooms in their own zone with a central bathroom whilst open plan living/dining areas occupy the corner with a fully equipped stone kitchen featuring oversized appliances and broad central island, indoor/outdoor entertaining terrace and dedicated study. Highlights include two inviting bedrooms with panel heating and plantation shutters, one with built in robes, the larger main with walk in robe, fully tiled bathroom with excellent storage, full Euro laundry, split heating/cooling, timber floors, video intercom entry, fourteen only building with basement parking and storage cage. Walk to Koornang Road shops, cafes, restaurants and bars, trains, Glen Huntly Road trams, buses, under construction Carnegie Pool and its recreation amenities, parkland and Carnegie Primary. Minutes to Chadstone Shopping Centre, Oakleigh shopping and dining, Monash University Caulfield and major arterial links. Enter via Belsize Avenue.","(-37.889274, 145.058882)"
442500,Unit,2022,50,124/1242 Glen Huntly Road Carnegie VIC 3163,2,1,,,NG,"(-37.890073, 145.046325)"
605000,Unit,2023,68,103/1256 Glen Huntly Road Carnegie VIC 3163,2,2,1,81,"Experience the epitome of sophisticated living in the heart of Carnegie with this **BRAND NEW**, striking 2-bedroom apartment. Dive into a harmonious blend of luxury and functionality, tailored to cater to the modern-day urban dweller.  Every inch of this residence exudes opulence. The inviting open-plan living space, perfect for entertainers, offers captivating north-facing views sure to enchant your guests. At its heart is a modern kitchen, boasting an elegant 40mm stone benchtop and splashback, designed both for its visual appeal and the culinary enthusiast. Further enhancing comfort, additional split heating and coolings systems have been installed in both the lounge and master bedroom.  A serene ambiance flows throughout, with the master bedroom providing a lavish ensuite sanctuary. Both bedrooms, adorned with plush carpets, ensure comfort at every step and are equipped with ample built-in robes to house your cherished belongings.  It's not just the internal features that impress; the meticulous attention to detail extends to every corner of this apartment. The beauty of European oak engineered floorboards and sleek porcelain tiles elevate the living space, creating a haven for relaxation. A smart European laundry not only augments the design but also enhances the home's functionality.  Connectivity and convenience are paramount: ?	A convenient 14km from the CBD. ?	Located within the respected Glen Eira College zone. ?	A swift 20-minute drive to the CBD. ?	Just 500m to Glen Huntly train station and easy access to the 67 tram. ?	Expert architectural design. ?	Equipped with premium Bosch appliances. ?	Beneficial low body/owners corporate fees.  Elevate your living standards by making this Carnegie gem your abode.   Reach out to our dedicated sales team at 1800 267 687 and immerse yourself in a lifestyle that personifies luxury and class. Don't just dream it, live it.Show More","(-37.892883, 145.056115)"
